,office_uuid,target_date,created_at,orders,invitations
684,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-13,2023-07-14 07:58:55+00:00,423,186
685,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-14,2023-07-14 07:58:55+00:00,419,199
686,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-15,2023-07-14 07:58:55+00:00,106,24
687,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-16,2023-07-14 07:58:55+00:00,126,18
688,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-17,2023-07-14 07:58:55+00:00,699,173
689,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-18,2023-07-14 07:58:55+00:00,468,207
690,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-19,2023-07-14 07:58:55+00:00,414,190
691,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-20,2023-07-14 07:58:55+00:00,420,188
692,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-21,2023-07-14 07:58:55+00:00,417,200
693,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-22,2023-07-14 07:58:55+00:00,103,25
694,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-23,2023-07-14 07:58:55+00:00,123,19
695,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-24,2023-07-14 07:58:55+00:00,696,174
696,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-13,2023-07-14 08:12:34+00:00,277,238
697,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-14,2023-07-14 08:12:34+00:00,272,266
698,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-15,2023-07-14 08:12:34+00:00,38,12
699,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-16,2023-07-14 08:12:34+00:00,54,1
700,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-17,2023-07-14 08:12:34+00:00,630,223
701,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-18,2023-07-14 08:12:34+00:00,350,251
702,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-19,2023-07-14 08:12:34+00:00,277,251
703,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-20,2023-07-14 08:12:34+00:00,275,240
704,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-21,2023-07-14 08:12:34+00:00,270,267
705,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-22,2023-07-14 08:12:34+00:00,36,13
706,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-23,2023-07-14 08:12:34+00:00,52,3
707,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-24,2023-07-14 08:12:34+00:00,628,225
708,4ed8b854-681c-4221-b382-155035e74b92,2023-07-13,2023-07-14 08:12:34+00:00,132,128
709,4ed8b854-681c-4221-b382-155035e74b92,2023-07-14,2023-07-14 08:12:34+00:00,143,135
710,4ed8b854-681c-4221-b382-155035e74b92,2023-07-15,2023-07-14 08:12:34+00:00,0,4
711,4ed8b854-681c-4221-b382-155035e74b92,2023-07-16,2023-07-14 08:12:34+00:00,0,2
712,4ed8b854-681c-4221-b382-155035e74b92,2023-07-17,2023-07-14 08:12:34+00:00,297,111
713,4ed8b854-681c-4221-b382-155035e74b92,2023-07-18,2023-07-14 08:12:34+00:00,165,130
714,4ed8b854-681c-4221-b382-155035e74b92,2023-07-19,2023-07-14 08:12:34+00:00,141,127
715,4ed8b854-681c-4221-b382-155035e74b92,2023-07-20,2023-07-14 08:12:34+00:00,127,127
716,4ed8b854-681c-4221-b382-155035e74b92,2023-07-21,2023-07-14 08:12:34+00:00,138,134
717,4ed8b854-681c-4221-b382-155035e74b92,2023-07-22,2023-07-14 08:12:34+00:00,0,4
718,4ed8b854-681c-4221-b382-155035e74b92,2023-07-23,2023-07-14 08:12:34+00:00,0,2
719,4ed8b854-681c-4221-b382-155035e74b92,2023-07-24,2023-07-14 08:12:34+00:00,292,110
720,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-14,2023-07-15 07:59:44+00:00,416,189
721,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-15,2023-07-15 07:59:44+00:00,106,28
722,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-16,2023-07-15 07:59:44+00:00,127,21
723,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-17,2023-07-15 07:59:44+00:00,716,161
724,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-18,2023-07-15 07:59:44+00:00,468,198
725,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-19,2023-07-15 07:59:44+00:00,411,179
726,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-20,2023-07-15 07:59:44+00:00,417,177
727,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-21,2023-07-15 07:59:44+00:00,413,190
728,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-22,2023-07-15 07:59:44+00:00,103,29
729,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-23,2023-07-15 07:59:44+00:00,125,22
730,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-24,2023-07-15 07:59:44+00:00,713,162
731,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-25,2023-07-15 07:59:44+00:00,465,199
732,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-14,2023-07-15 08:14:11+00:00,278,271
733,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-15,2023-07-15 08:14:11+00:00,37,10
734,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-16,2023-07-15 08:14:11+00:00,53,0
735,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-17,2023-07-15 08:14:11+00:00,631,230
736,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-18,2023-07-15 08:14:11+00:00,355,257
737,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-19,2023-07-15 08:14:11+00:00,283,256
738,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-20,2023-07-15 08:14:11+00:00,280,245
739,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-21,2023-07-15 08:14:11+00:00,276,273
740,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-22,2023-07-15 08:14:11+00:00,35,12
741,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-23,2023-07-15 08:14:11+00:00,51,1
742,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-24,2023-07-15 08:14:11+00:00,629,231
743,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-25,2023-07-15 08:14:11+00:00,353,258
744,4ed8b854-681c-4221-b382-155035e74b92,2023-07-14,2023-07-15 08:14:11+00:00,151,142
745,4ed8b854-681c-4221-b382-155035e74b92,2023-07-15,2023-07-15 08:14:11+00:00,0,3
746,4ed8b854-681c-4221-b382-155035e74b92,2023-07-16,2023-07-15 08:14:11+00:00,0,1
747,4ed8b854-681c-4221-b382-155035e74b92,2023-07-17,2023-07-15 08:14:11+00:00,302,119
748,4ed8b854-681c-4221-b382-155035e74b92,2023-07-18,2023-07-15 08:14:11+00:00,172,138
749,4ed8b854-681c-4221-b382-155035e74b92,2023-07-19,2023-07-15 08:14:11+00:00,149,135
750,4ed8b854-681c-4221-b382-155035e74b92,2023-07-20,2023-07-15 08:14:11+00:00,135,135
751,4ed8b854-681c-4221-b382-155035e74b92,2023-07-21,2023-07-15 08:14:11+00:00,146,142
752,4ed8b854-681c-4221-b382-155035e74b92,2023-07-22,2023-07-15 08:14:11+00:00,0,2
753,4ed8b854-681c-4221-b382-155035e74b92,2023-07-23,2023-07-15 08:14:11+00:00,0,0
754,4ed8b854-681c-4221-b382-155035e74b92,2023-07-24,2023-07-15 08:14:11+00:00,297,118
755,4ed8b854-681c-4221-b382-155035e74b92,2023-07-25,2023-07-15 08:14:11+00:00,168,137
756,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-15,2023-07-16 08:00:35+00:00,114,25
757,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-16,2023-07-16 08:00:35+00:00,135,19
758,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-17,2023-07-16 08:00:35+00:00,717,163
759,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-18,2023-07-16 08:00:35+00:00,475,200
760,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-19,2023-07-16 08:00:35+00:00,419,181
761,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-20,2023-07-16 08:00:35+00:00,425,179
762,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-21,2023-07-16 08:00:35+00:00,420,192
763,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-22,2023-07-16 08:00:35+00:00,111,27
764,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-23,2023-07-16 08:00:35+00:00,132,20
765,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-24,2023-07-16 08:00:35+00:00,714,165
766,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-25,2023-07-16 08:00:35+00:00,473,201
767,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-26,2023-07-16 08:00:35+00:00,416,182
768,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-15,2023-07-16 08:15:48+00:00,42,13
769,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-16,2023-07-16 08:15:48+00:00,56,3
770,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-17,2023-07-16 08:15:48+00:00,606,229
771,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-18,2023-07-16 08:15:48+00:00,350,254
772,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-19,2023-07-16 08:15:48+00:00,283,254
773,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-20,2023-07-16 08:15:48+00:00,280,243
774,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-21,2023-07-16 08:15:48+00:00,275,268
775,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-22,2023-07-16 08:15:48+00:00,40,14
776,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-23,2023-07-16 08:15:48+00:00,54,4
777,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-24,2023-07-16 08:15:48+00:00,604,231
778,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-25,2023-07-16 08:15:48+00:00,348,255
779,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-26,2023-07-16 08:15:48+00:00,281,255
780,4ed8b854-681c-4221-b382-155035e74b92,2023-07-15,2023-07-16 08:15:48+00:00,0,4
781,4ed8b854-681c-4221-b382-155035e74b92,2023-07-16,2023-07-16 08:15:48+00:00,0,3
782,4ed8b854-681c-4221-b382-155035e74b92,2023-07-17,2023-07-16 08:15:48+00:00,295,125
783,4ed8b854-681c-4221-b382-155035e74b92,2023-07-18,2023-07-16 08:15:48+00:00,175,143
784,4ed8b854-681c-4221-b382-155035e74b92,2023-07-19,2023-07-16 08:15:48+00:00,153,140
785,4ed8b854-681c-4221-b382-155035e74b92,2023-07-20,2023-07-16 08:15:48+00:00,140,140
786,4ed8b854-681c-4221-b382-155035e74b92,2023-07-21,2023-07-16 08:15:48+00:00,150,147
787,4ed8b854-681c-4221-b382-155035e74b92,2023-07-22,2023-07-16 08:15:48+00:00,0,4
788,4ed8b854-681c-4221-b382-155035e74b92,2023-07-23,2023-07-16 08:15:48+00:00,0,2
789,4ed8b854-681c-4221-b382-155035e74b92,2023-07-24,2023-07-16 08:15:48+00:00,290,125
790,4ed8b854-681c-4221-b382-155035e74b92,2023-07-25,2023-07-16 08:15:48+00:00,170,142
791,4ed8b854-681c-4221-b382-155035e74b92,2023-07-26,2023-07-16 08:15:48+00:00,148,140
792,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-16,2023-07-17 08:01:26+00:00,136,15
793,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-17,2023-07-17 08:01:26+00:00,719,166
794,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-18,2023-07-17 08:01:26+00:00,480,201
795,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-19,2023-07-17 08:01:26+00:00,425,183
796,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-20,2023-07-17 08:01:26+00:00,431,181
797,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-21,2023-07-17 08:01:26+00:00,426,194
798,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-22,2023-07-17 08:01:26+00:00,113,22
799,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-23,2023-07-17 08:01:26+00:00,133,16
800,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-24,2023-07-17 08:01:26+00:00,716,167
801,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-25,2023-07-17 08:01:26+00:00,478,203
802,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-26,2023-07-17 08:01:26+00:00,422,184
803,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-27,2023-07-17 08:01:26+00:00,428,182
804,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-16,2023-07-17 08:17:24+00:00,84,22
805,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-17,2023-07-17 08:17:24+00:00,630,248
806,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-18,2023-07-17 08:17:24+00:00,377,273
807,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-19,2023-07-17 08:17:24+00:00,311,272
808,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-20,2023-07-17 08:17:24+00:00,308,262
809,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-21,2023-07-17 08:17:24+00:00,303,287
810,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-22,2023-07-17 08:17:24+00:00,67,32
811,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-23,2023-07-17 08:17:24+00:00,82,23
812,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-24,2023-07-17 08:17:24+00:00,628,249
813,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-25,2023-07-17 08:17:24+00:00,375,274
814,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-26,2023-07-17 08:17:24+00:00,309,274
815,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-27,2023-07-17 08:17:24+00:00,306,263
816,4ed8b854-681c-4221-b382-155035e74b92,2023-07-16,2023-07-17 08:17:24+00:00,0,16
817,4ed8b854-681c-4221-b382-155035e74b92,2023-07-17,2023-07-17 08:17:24+00:00,312,140
818,4ed8b854-681c-4221-b382-155035e74b92,2023-07-18,2023-07-17 08:17:24+00:00,193,158
819,4ed8b854-681c-4221-b382-155035e74b92,2023-07-19,2023-07-17 08:17:24+00:00,172,155
820,4ed8b854-681c-4221-b382-155035e74b92,2023-07-20,2023-07-17 08:17:24+00:00,159,155
821,4ed8b854-681c-4221-b382-155035e74b92,2023-07-21,2023-07-17 08:17:24+00:00,169,161
822,4ed8b854-681c-4221-b382-155035e74b92,2023-07-22,2023-07-17 08:17:24+00:00,0,17
823,4ed8b854-681c-4221-b382-155035e74b92,2023-07-23,2023-07-17 08:17:24+00:00,0,16
824,4ed8b854-681c-4221-b382-155035e74b92,2023-07-24,2023-07-17 08:17:24+00:00,308,140
825,4ed8b854-681c-4221-b382-155035e74b92,2023-07-25,2023-07-17 08:17:24+00:00,189,157
826,4ed8b854-681c-4221-b382-155035e74b92,2023-07-26,2023-07-17 08:17:24+00:00,167,154
827,4ed8b854-681c-4221-b382-155035e74b92,2023-07-27,2023-07-17 08:17:24+00:00,155,154
828,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-17,2023-07-18 08:02:16+00:00,705,166
829,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-18,2023-07-18 08:02:16+00:00,485,199
830,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-19,2023-07-18 08:02:16+00:00,434,183
831,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-20,2023-07-18 08:02:16+00:00,439,181
832,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-21,2023-07-18 08:02:16+00:00,435,192
833,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-22,2023-07-18 08:02:16+00:00,132,20
834,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-23,2023-07-18 08:02:16+00:00,150,14
835,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-24,2023-07-18 08:02:16+00:00,703,167
836,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-25,2023-07-18 08:02:16+00:00,482,200
837,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-26,2023-07-18 08:02:16+00:00,431,184
838,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-27,2023-07-18 08:02:16+00:00,437,182
839,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-28,2023-07-18 08:02:16+00:00,432,193
840,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-17,2023-07-18 08:19:00+00:00,618,249
841,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-18,2023-07-18 08:19:00+00:00,371,273
842,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-19,2023-07-18 08:19:00+00:00,307,272
843,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-20,2023-07-18 08:19:00+00:00,304,262
844,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-21,2023-07-18 08:19:00+00:00,299,286
845,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-22,2023-07-18 08:19:00+00:00,68,37
846,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-23,2023-07-18 08:19:00+00:00,82,28
847,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-24,2023-07-18 08:19:00+00:00,616,250
848,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-25,2023-07-18 08:19:00+00:00,369,274
849,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-26,2023-07-18 08:19:00+00:00,305,274
850,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-27,2023-07-18 08:19:00+00:00,302,263
851,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-28,2023-07-18 08:19:00+00:00,297,287
852,4ed8b854-681c-4221-b382-155035e74b92,2023-07-17,2023-07-18 08:19:00+00:00,312,144
853,4ed8b854-681c-4221-b382-155035e74b92,2023-07-18,2023-07-18 08:19:00+00:00,196,161
854,4ed8b854-681c-4221-b382-155035e74b92,2023-07-19,2023-07-18 08:19:00+00:00,175,158
855,4ed8b854-681c-4221-b382-155035e74b92,2023-07-20,2023-07-18 08:19:00+00:00,163,158
856,4ed8b854-681c-4221-b382-155035e74b92,2023-07-21,2023-07-18 08:19:00+00:00,172,164
857,4ed8b854-681c-4221-b382-155035e74b92,2023-07-22,2023-07-18 08:19:00+00:00,2,23
858,4ed8b854-681c-4221-b382-155035e74b92,2023-07-23,2023-07-18 08:19:00+00:00,0,21
859,4ed8b854-681c-4221-b382-155035e74b92,2023-07-24,2023-07-18 08:19:00+00:00,308,143
860,4ed8b854-681c-4221-b382-155035e74b92,2023-07-25,2023-07-18 08:19:00+00:00,192,160
861,4ed8b854-681c-4221-b382-155035e74b92,2023-07-26,2023-07-18 08:19:00+00:00,171,157
862,4ed8b854-681c-4221-b382-155035e74b92,2023-07-27,2023-07-18 08:19:00+00:00,158,157
863,4ed8b854-681c-4221-b382-155035e74b92,2023-07-28,2023-07-18 08:19:00+00:00,168,164
864,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-18,2023-07-19 08:03:06+00:00,493,201
865,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-19,2023-07-19 08:03:06+00:00,439,183
866,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-20,2023-07-19 08:03:06+00:00,445,181
867,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-21,2023-07-19 08:03:06+00:00,440,194
868,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-22,2023-07-19 08:03:06+00:00,133,23
869,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-23,2023-07-19 08:03:06+00:00,153,17
870,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-24,2023-07-19 08:03:06+00:00,721,167
871,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-25,2023-07-19 08:03:06+00:00,490,202
872,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-26,2023-07-19 08:03:06+00:00,437,184
873,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-27,2023-07-19 08:03:06+00:00,442,182
874,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-28,2023-07-19 08:03:06+00:00,438,195
875,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-29,2023-07-19 08:03:06+00:00,131,24
876,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-18,2023-07-19 08:20:36+00:00,336,256
877,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-19,2023-07-19 08:20:36+00:00,272,256
878,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-20,2023-07-19 08:20:36+00:00,269,246
879,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-21,2023-07-19 08:20:36+00:00,265,270
880,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-22,2023-07-19 08:20:36+00:00,34,22
881,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-23,2023-07-19 08:20:36+00:00,48,12
882,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-24,2023-07-19 08:20:36+00:00,579,234
883,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-25,2023-07-19 08:20:36+00:00,334,258
884,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-26,2023-07-19 08:20:36+00:00,270,257
885,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-27,2023-07-19 08:20:36+00:00,267,247
886,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-28,2023-07-19 08:20:36+00:00,263,271
887,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-29,2023-07-19 08:20:36+00:00,32,23
888,4ed8b854-681c-4221-b382-155035e74b92,2023-07-18,2023-07-19 08:20:36+00:00,178,152
889,4ed8b854-681c-4221-b382-155035e74b92,2023-07-19,2023-07-19 08:20:36+00:00,157,150
890,4ed8b854-681c-4221-b382-155035e74b92,2023-07-20,2023-07-19 08:20:36+00:00,145,150
891,4ed8b854-681c-4221-b382-155035e74b92,2023-07-21,2023-07-19 08:20:36+00:00,154,156
892,4ed8b854-681c-4221-b382-155035e74b92,2023-07-22,2023-07-19 08:20:36+00:00,0,14
893,4ed8b854-681c-4221-b382-155035e74b92,2023-07-23,2023-07-19 08:20:36+00:00,0,13
894,4ed8b854-681c-4221-b382-155035e74b92,2023-07-24,2023-07-19 08:20:36+00:00,289,135
895,4ed8b854-681c-4221-b382-155035e74b92,2023-07-25,2023-07-19 08:20:36+00:00,174,152
896,4ed8b854-681c-4221-b382-155035e74b92,2023-07-26,2023-07-19 08:20:36+00:00,153,149
897,4ed8b854-681c-4221-b382-155035e74b92,2023-07-27,2023-07-19 08:20:36+00:00,141,149
898,4ed8b854-681c-4221-b382-155035e74b92,2023-07-28,2023-07-19 08:20:36+00:00,150,155
899,4ed8b854-681c-4221-b382-155035e74b92,2023-07-29,2023-07-19 08:20:36+00:00,0,14
900,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-19,2023-07-20 08:03:56+00:00,428,177
901,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-20,2023-07-20 08:03:56+00:00,433,175
902,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-21,2023-07-20 08:03:56+00:00,428,187
903,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-22,2023-07-20 08:03:56+00:00,119,14
904,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-23,2023-07-20 08:03:56+00:00,139,8
905,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-24,2023-07-20 08:03:56+00:00,708,161
906,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-25,2023-07-20 08:03:56+00:00,477,196
907,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-26,2023-07-20 08:03:56+00:00,425,178
908,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-27,2023-07-20 08:03:56+00:00,430,176
909,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-28,2023-07-20 08:03:56+00:00,425,188
910,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-29,2023-07-20 08:03:56+00:00,116,16
911,4236db80-90e9-46be-96f6-54a39b103e4e,2023-07-30,2023-07-20 08:03:56+00:00,136,9
912,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-19,2023-07-20 08:22:12+00:00,256,250
913,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-20,2023-07-20 08:22:12+00:00,253,238
914,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-21,2023-07-20 08:22:12+00:00,247,265
915,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-22,2023-07-20 08:22:12+00:00,16,14
916,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-23,2023-07-20 08:22:12+00:00,32,3
917,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-24,2023-07-20 08:22:12+00:00,602,223
918,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-25,2023-07-20 08:22:12+00:00,324,250
919,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-26,2023-07-20 08:22:12+00:00,253,251
920,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-27,2023-07-20 08:22:12+00:00,250,239
921,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-28,2023-07-20 08:22:12+00:00,245,266
922,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-29,2023-07-20 08:22:12+00:00,13,15
923,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-30,2023-07-20 08:22:12+00:00,29,4
924,4ed8b854-681c-4221-b382-155035e74b92,2023-07-19,2023-07-20 08:22:12+00:00,144,142
925,4ed8b854-681c-4221-b382-155035e74b92,2023-07-20,2023-07-20 08:22:12+00:00,130,142
926,4ed8b854-681c-4221-b382-155035e74b92,2023-07-21,2023-07-20 08:22:12+00:00,140,149
927,4ed8b854-681c-4221-b382-155035e74b92,2023-07-22,2023-07-20 08:22:12+00:00,0,19
928,4ed8b854-681c-4221-b382-155035e74b92,2023-07-23,2023-07-20 08:22:12+00:00,0,17
929,4ed8b854-681c-4221-b382-155035e74b92,2023-07-24,2023-07-20 08:22:12+00:00,294,125
930,4ed8b854-681c-4221-b382-155035e74b92,2023-07-25,2023-07-20 08:22:12+00:00,162,144
931,4ed8b854-681c-4221-b382-155035e74b92,2023-07-26,2023-07-20 08:22:12+00:00,139,141
932,4ed8b854-681c-4221-b382-155035e74b92,2023-07-27,2023-07-20 08:22:12+00:00,125,141
933,4ed8b854-681c-4221-b382-155035e74b92,2023-07-28,2023-07-20 08:22:12+00:00,136,148
934,4ed8b854-681c-4221-b382-155035e74b92,2023-07-29,2023-07-20 08:22:12+00:00,0,18
